,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27
[Eubacterium]_yurii_subsp_margaretiae_ATCC_43715_,2.22E-16,2.22E-16,0.106480913,2.22E-16,0.070083846,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.817272692,2.22E-16,2.743468016,2.22E-16,2.22E-16,2.22E-16,0.662944773,2.22E-16,2.22E-16,1.663943216,3.545419523,1.2339432,2.22E-16,2.22E-16,2.677935878,2.22E-16,2.22E-16,5.531782707
Streptococcus_mitis_ATCC_6249_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,19.46974713,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Streptococcus_sp_oral_taxon_071_str_73H25AP_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,19.43874435,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Oscillatoriales_cyanobacterium_JSC-12_,2.22E-16,2.22E-16,2.22E-16,12.60424212,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.099692007,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Gillisia_limnaea_DSM_15749_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,9.231159593,2.22E-16,2.22E-16,2.29E-13,2.22E-16,2.22E-16
Weeksella_virosa_DSM_16922_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.595854124,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,7.81175183,2.22E-16,2.22E-16,2.22E-16,0.586073574,2.22E-16
Belliella_baltica_DSM_15883_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.326066558,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.234992283,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,8.799481955,2.22E-16,2.22E-16,0.165603246,0.039604587,2.22E-16
Prevotella_disiens_FB035-09AN_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3.428127061,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,10.96837324,2.22E-16
Atopobium_vaginae_PB189-T1-4_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.001076603,2.22E-16,2.22E-16,2.22E-16,2.686237526,2.22E-16,2.22E-16,2.22E-16,3.092647978,2.22E-16,2.22E-16,1.564359716,2.22E-16,1.129022347,2.22E-16,2.22E-16
Aerococcus_urinae_ACS-120-V-Col10a_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.846177226,2.22E-16,2.22E-16,2.22E-16,0.350579119,2.22E-16,2.22E-16,2.22E-16,2.801405554,2.22E-16,2.22E-16,4.327240191,0.984511455,2.22E-16,2.22E-16,2.22E-16
Veillonella_atypica_ACS-049-V-Sch6_,2.22E-16,2.22E-16,2.22E-16,0.210294412,2.68607638,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6.904191598,2.22E-16,2.22E-16,1.644186038,1.859836784,0.82148036,2.22E-16,2.22E-16
Halobacillus_halophilus_DSM_2266_,2.22E-16,8.510883012,0.554688662,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.388503893,0.004914667,2.22E-16,0.248533926,2.22E-16,2.22E-16,2.22E-16,0.326521956,2.22E-16,2.22E-16,3.20E-05,2.22E-16,0.241391797,2.22E-16,1.077318992,2.22E-16,2.22E-16,2.22E-16,12.31607508
Cellulophaga_lytica_DSM_7489_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,9.17733359,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Ornithobacterium_rhinotracheale_DSM_15997_,2.22E-16,6.55E-15,0.418579755,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.822313735,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,7.763047462,2.22E-16,2.22E-16,2.22E-16,0.08301191,2.22E-16
Thermaerobacter_subterraneus_DSM_13965_,2.22E-16,2.837994021,2.22E-16,2.22E-16,2.221737423,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.924420273,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.060721855,2.22E-16,1.560900317,1.761465129,2.22E-16,2.22E-16
Desulfotomaculum_carboxydivorans_CO-1-SRB_,2.22E-16,1.439704892,0.553787732,0.440995397,3.595998494,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.13E-12,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,7.43E-16,2.22E-16,3.811877679,2.22E-16,2.22E-16,2.22E-16
Desulfurobacterium_thermolithotrophum_DSM_11699_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6.787289605,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.668621921,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.955284047,0.063572645,2.22E-16,2.22E-16
Treponema_succinifaciens_DSM_2489_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.826777093,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3.368422979,9.55E-09,2.22E-16,2.22E-16
Marinithermus_hydrothermalis_DSM_14884_,0.35920201,1.223030999,2.22E-16,0.744122089,2.908697021,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.406036215,0.253538371,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.22045276,2.22E-16,1.492260664,1.022543688,7.23E-12,2.22E-16
Cytophaga_fermentans_DSM_9555_=_JCM_21142_,2.22E-16,2.22E-16,2.22E-16,0.098986931,0.404746233,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3.351538198,2.22E-16,0.307211775,2.22E-16,5.929405034,2.22E-16
Thiothrix_nivea_DSM_5205_,2.22E-16,2.22E-16,0.769083921,2.22E-16,1.434063594,2.22E-16,2.747217634,4.283626948,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.588115526,1.24502742,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Desulfitobacterium_dichloroeliminans_LMG_P-21439_,2.22E-16,1.287840907,2.22E-16,0.000836839,2.733768985,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.37519438,1.02E-06,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.376360537,0.170806671,2.22E-16,2.22E-16
Desulfitobacterium_metallireducens_DSM_15288_,2.22E-16,2.949280267,2.22E-16,0.000468183,2.228650169,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.239420951,2.40E-15,2.22E-16,2.22E-16,2.22E-16,0.380530505,2.22E-16,2.22E-16,3.942571656,0.229928549,2.22E-16,2.22E-16
Streptococcus_parauberis_NCFD_2020_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,11.52181926,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.541439122,2.22E-16,2.22E-16,3.822494578,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Streptococcus_porcinus_str_Jelinkova_176_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,12.48930187,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,9.65E-14,2.22E-16,2.22E-16,3.126418074,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Streptococcus_criceti_HS-6_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,10.30474239,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.650356617,2.22E-16,2.22E-16,2.22E-16,4.914733024,2.22E-16,3.89E-15,2.22E-16,2.22E-16
Prevotella_buccae_ATCC_33574_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.768249481,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.485713256,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,12.20334304,2.22E-16
Capnocytophaga_ochracea_F0287_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.00600011,5.972723615,2.22E-16,1.85372392,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.58693678,2.22E-16,1.819594314,2.22E-16,2.22E-16,2.22E-16,6.354936884,2.22E-16
Prevotella_oralis_ATCC_33269_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.762335437,2.22E-16,1.39E-15,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.708032375,2.22E-16,2.22E-16,2.22E-16,2.22E-16,7.33E-16,11.09003033,2.22E-16
Mycobacterium_sp_JDM601_,3.563850348,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,12.16770518,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.097631471,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.826321698,2.22E-16,2.22E-16
gamma_proteobacterium_IMCC3088_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.514475308,2.22E-16,3.027892706,2.15036564,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.629552023,1.530717995,0.109440432,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.097977508,2.22E-16,2.22E-16,3.48E-15,2.22E-16,2.22E-16
Treponema_bryantii_NK4A124_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.485906982,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.851138944,2.22E-16,2.22E-16,2.22E-16
Desulfobacter_postgatei_2ac9_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.644260886,2.22E-16,0.46125154,6.20E-08,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.367769199,0.685943327,0.406518184,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.337977544,2.22E-16,0.045185328,2.22E-16,2.795482341,2.22E-16
Porphyromonas_asaccharolytica_DSM_20707_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.116018547,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,8.669445892,2.22E-16
Anaerococcus_prevotii_ACS-065-V-Col13_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.47774586,2.22E-16,2.22E-16,2.22E-16,2.016113044,2.22E-16,2.22E-16,0.917918321,3.745447212,2.22E-16,2.22E-16,1.849665419,1.267145497,2.22E-16,2.22E-16,2.22E-16
Peptoniphilus_sp_oral_taxon_375_str_F0436_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.540561233,2.22E-16,2.22E-16,1.034986882,3.723528938,2.22E-16,2.22E-16,0.435990109,2.747509392,2.22E-16,2.22E-16,2.22E-16
Veillonella_sp_oral_taxon_158_str_F0412_,2.22E-16,2.22E-16,2.22E-16,1.75E-06,2.468356508,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.147810568,2.22E-16,2.22E-16,2.22E-16,5.911341756,2.22E-16,2.22E-16,1.414265762,1.881123032,0.9474749,2.22E-16,2.22E-16
Selenomonas_sp_oral_taxon_137_str_F0430_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3.673216725,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.822192739,1.324699204,2.22E-16,2.22E-16,3.086349238,2.22E-16,2.22E-16,2.22E-16
Cyclobacterium_marinum_DSM_745_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.2434794,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.093456331,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,8.578403224,2.22E-16,2.22E-16,0.133266134,0.719411856,2.22E-16
Flexibacter_litoralis_DSM_6794_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.153336248,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.59480705,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,8.356690657,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Desulfobacca_acetoxidans_DSM_11109_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6.065303503,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.000112501,1.183453523,1.09E-09,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.282518025,2.22E-16,2.22E-16,2.22E-16
Barnesiella_viscericola_DSM_18177_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.06E-10,2.22E-16,2.22E-16,2.22E-16,12.25645164,2.22E-16
Mycoplasma_leachii_PG50_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,11.08598999,0.201880598,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Listeria_ivanovii_subsp_ivanovii_PAM_55_,2.22E-16,3.858995665,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.96326947,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.379552558,0.39080374,2.22E-16,2.22E-16,4.318871028,0.776549262,0.361291886,2.22E-16,4.123379475
Saccharomonospora_cyanea_NA-134_,7.997035637,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.159244202,2.22E-16,2.22E-16
Saccharomonospora_marina_XMU15_,7.920443294,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.350665584,2.22E-16,2.22E-16,1.643260029,7.74E-13,2.22E-16
Saccharomonospora_xinjiangensis_XJ-54_,7.499741843,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.64421661,2.22E-16,2.22E-16
Burkholderia_rhizoxinica_HKI_454_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.964291956,0.093949257,2.22E-16,0.214438472,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.443545694,2.427345131,2.22E-16,1.955121707,2.22E-16,2.22E-16,1.41E-13,2.22E-16,2.22E-16,2.22E-16,1.44E-09,2.22E-16
Actinobaculum_massiliae_ACS-171-V-Col2_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.26817821,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6.711860699,2.22E-16,2.22E-16
Actinobaculum_schaalii_FB123-CNA-2_,2.22E-16,2.22E-16,0.134407007,0.16281059,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.377800258,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6.369791176,2.22E-16,2.22E-16
Actinomyces_europaeus_ACS-120-V-Col10b_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,7.34337782,2.22E-16,2.22E-16
Actinomyces_turicensis_ACS-279-V-Col4_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,7.902873273,2.22E-16,2.22E-16
Afipia_broomeae_ATCC_49717_,0.184514829,2.22E-16,0.674361199,2.22E-16,6.52E-07,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.798131373,1.022114909,3.686298457,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Afipia_felis_ATCC_53690_,2.22E-16,2.22E-16,0.597989291,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.988677371,1.215772665,3.300738148,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Alloiococcus_otitis_ATCC_51267_,2.22E-16,0.115905375,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.267082874,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.127992642,6.345125378,1.93E-12,2.22E-16,0.215268927,2.22E-16
Bergeyella_zoohelcum_ATCC_43767_,2.22E-16,2.22E-16,0.297275912,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.755245639,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,7.268602757,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Dolosigranulum_pigrum_ATCC_51524_,2.22E-16,0.446370356,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.053744517,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6.63060082,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Eubacterium_infirmum_F0142_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.293690801,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.167108279,3.61069153,2.22E-16,2.22E-16,2.22E-16
Facklamia_ignava_CCUG_37419_,2.22E-16,0.449688317,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.816983075,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.248262541,0.058781488,2.22E-16,2.22E-16,2.22E-16
Facklamia_languida_CCUG_37842_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.666373927,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.608813105,0.950862688,2.22E-16,2.22E-16,2.22E-16
Helcococcus_kunzii_ATCC_51366_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.388891515,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.475913883,1.531341861,2.22E-16,2.22E-16,2.22E-16
Massilia_timonae_CCUG_45783_,2.22E-16,2.16E-10,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.853866447,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.219310773,2.22E-16,3.768879481,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.223044971,0.592735679,0.279284062,2.22E-16,2.22E-16,2.22E-16
Veillonella_ratti_ACS-216-V-Col6b_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.890663938,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.631219146,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.35E-15,0.990948511,2.976061976,0.8859579,2.22E-16,2.22E-16
Prevotella_micans_F0438_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.051947753,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,8.804450884,2.22E-16
Turicella_otitidis_ATCC_51513_,1.08697112,2.22E-16,1.29E-14,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,9.961035642,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.291381595,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.765995963,2.22E-16,2.22E-16
Jonquetella_anthropi_DSM_22815_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.164763184,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3.032673569,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.036762997,2.22E-16,2.22E-16,2.22E-16
Singulisphaera_acidiphila_DSM_18658_,0.538890716,2.22E-16,0.143797159,0.288964991,2.909398809,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.37E-14,1.281227259,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.182628138,2.22E-16,0.851338219,0.615900179,2.22E-16,2.22E-16
