"","input.Species","input.Proteins","interactions","input.ID"
"1337","Erysipelotrichaceae_bacterium_5_2_54FAA_",2872,64260,552396
"1338","Ruminococcaceae_bacterium_D16_",2994,38972,552398
"1339","Bifidobacterium_animalis_subsp._lactis_BB-12_",1642,18773,552531
"1340","Dehalogenimonas_lykanthroporepellens_BL-DC-9_",1659,18186,552811
"1341","Prevotella_bivia_JCVIHMP010_",2041,28379,553171
"1342","Prevotella_melaninogenica_ATCC_25845_",2296,24669,553174
"1343","Porphyromonas_endodontalis_ATCC_35406_",1965,26119,553175
"1344","Capnocytophaga_sputigena_ATCC_33612_",2672,38261,553177
"1345","Capnocytophaga_gingivalis_ATCC_33624_",2588,26489,553178
"1346","Atopobium_rimae_ATCC_49626_",1548,25250,553184
"1347","Corynebacterium_amycolatum_SK46_",2103,32242,553204
"1348","Corynebacterium_matruchotii_ATCC_14266_",2619,32185,553207
"1349","Enhydrobacter_aerosaccus_SK60_",2573,35552,553217
"1350","Campylobacter_rectus_RM3267_",2971,27842,553218
"1351","Campylobacter_showae_RM3277_",2361,29604,553219
"1352","Campylobacter_gracilis_RM3268_",2847,22394,553220
"1353","Cobetia_crustatorum_",3588,49050,553385
"1354","[Clostridium]_hylemonae_DSM_15053_",3976,72686,553973
"1355","Thermosediminibacter_oceani_DSM_16646_",2197,34086,555079
"1356","Dethiobacter_alkaliphilus_AHT_1_",3163,55024,555088
"1357","Zymomonas_mobilis_subsp._mobilis_ATCC_10988_",1719,26352,555217
"1358","Galbibacter_marinus_",3099,48723,555500
"1359","Halothiobacillus_neapolitanus_c2_",2357,33079,555778
"1360","Desulfonatronospira_thiodismutans_ASO3-1_",3663,63861,555779
"1361","Novosphingobium_sp._Rr_2-17_",4302,62863,555793
"1362","Clostridium_sp._D5_",4498,96869,556261
"1363","Fusobacterium_necrophorum_D12_",1833,26544,556263
"1364","Helicobacter_winghamensis_ATCC_BAA-430_",1639,29435,556267
"1365","Oxalobacter_formigenes_HOxBLS_",2260,41847,556268
"1366","Oxalobacter_formigenes_OXCC13_",2081,27010,556269
"1367","Lactobacillus_reuteri_DSM_20016_",1900,26360,557436
"1368","Laribacter_hongkongensis_HLHK9_",3238,44955,557598
"1369","Mycobacterium_kansasii_ATCC_12478_",5866,85916,557599
"1370","Chryseobacterium_piperi_",3510,35603,558152
"1371","Lentibacillus_jeotgali_",3691,54839,558169
"1372","Corynebacterium_doosanense_CAU_212_=_DSM_45436_",2492,26964,558173
"1373","Aeromonas_sp._AE122_",3771,85006,558884
"1374","Actinomadura_flavalba_DSM_45200_",5532,91375,561175
"1375","Anaerococcus_hydrogenalis_DSM_7454_",2069,32094,561177
"1376","Bifidobacterium_gallicum_DSM_20093_=_LMG_11596_",1918,23501,561180
"1377","Dickeya_zeae_Ech1591_",4163,57329,561229
"1378","Pectobacterium_carotovorum_subsp._carotovorum_PC1_",4246,56686,561230
"1379","Pectobacterium_wasabiae_WPP163_",4437,58606,561231
"1380","Amphibacillus_jilinensis_Y1_",3490,61570,562743
"1381","Kyrpidia_tusciae_DSM_2912_",3150,42701,562970
"1382","Actinomyces_viscosus_C505_",2587,37125,562973
"1383","Gemella_haemolysans_M341_",1933,31426,562981
"1384","Gemella_morbillorum_M424_",1622,29329,562982
"1385","Gemella_sanguinis_M325_",1675,27714,562983
"1386","Prevotella_oris_C735_",2644,36580,563008
"1387","Prevotella_sp._C561_",3402,37278,563031
"1388","Streptococcus_sp._M143_",1802,32510,563037
"1389","Streptococcus_sp._M334_",2082,33003,563038
"1390","Sulfurimonas_autotrophica_DSM_16294_",2158,33038,563040
"1391","Bilophila_wadsworthia_3_1_6_",3786,65403,563192
"1392","Brachyspira_hyodysenteriae_WA1_",2644,37118,565034
"1393","Luminiphilus_syltensis_NOR5-1B_",2930,43483,565045
"1394","Ureaplasma_urealyticum_serovar_10_str._ATCC_33699_",646,10553,565575
"1395","Enterococcus_gallinarum_EG2_",3041,61827,565653
"1396","Enterococcus_casseliflavus_EC20_",3114,48084,565655
"1397","Enterococcus_faecium_C68_",2850,61059,565664
"1398","Streptomyces_ghanaensis_ATCC_14672_",7891,131200,566461
"1399","gamma_proteobacterium_NOR5-3_",3671,50477,566466
"1400","Bifidobacterium_catenulatum_DSM_16992_=_JCM_1194_=_LMG_11043_",1950,18555,566552
"1401","Lactobacillus_rhamnosus_GG_",2944,39022,568703
"1402","Bordetella_pertussis_18323_",3377,47351,568706
"1403","Dickeya_sp._NCPPB_569_",3557,63278,568768
"1404","Acidaminococcus_intestini_RyC-MR95_",2404,28632,568816
"1405","Serratia_symbiotica_str._'Cinara_cedri'_",672,12188,568817
"1406","Nocardiopsis_potens_DSM_45234_",5840,84769,570268
"1407","Wolbachia_endosymbiont_of_Culex_quinquefasciatus_Pel_",1275,15712,570417
"1408","Fodinicurvata_sediminis_DSM_21159_",3363,66400,570952
"1409","Fodinicurvata_fenggangensis_DSM_21160_",3447,61645,570967
"1410","Sedimentitalea_nanhaiensis_DSM_24252_",4410,96454,571166
"1411","Candidatus_Hamiltonella_defensa_5AT_",2155,23667,572265
"1412","Allochromatium_vinosum_DSM_180_",3101,59733,572477
"1413","Halanaerobium_praevalens_DSM_2228_",2068,31109,572479
"1414","Arcobacter_nitrofigilis_DSM_7299_",3126,46777,572480
"1415","Ilyobacter_polytropus_DSM_2926_",1998,20816,572544
"1416","Aminobacterium_colombiense_DSM_12261_",1876,25913,572547
"1417","Clostridium_cellulovorans_743B_",4254,59281,573061
"1418","Asticcacaulis_excentricus_CB_48_",3623,48035,573065
"1419","Desulfovibrio_magneticus_RS-1_",4694,95650,573370
"1420","Spirochaeta_smaragdinae_DSM_11293_",4219,78122,573413
"1421","Francisella_sp._TX077308_",1976,23987,573569
"1422","Acetohalobium_arabaticum_DSM_5501_",2282,34343,574087
"1423","Bacillus_gaemokensis_",5094,69867,574375
"1424","Bacillus_manliponensis_",4375,63567,574376
"1425","Anaplasma_centrale_str._Israel_",925,12484,574556
"1426","Halomonas_zhanjiangensis_DSM_21076_",3583,59385,574966
"1427","Isosphaera_pallida_ATCC_43644_",3722,49679,575540
"1428","Acinetobacter_sp._RUH2624_",3693,39656,575564
"1429","Acinetobacter_johnsonii_SH046_",3363,40693,575586
"1430","Acinetobacter_lwoffii_SH145_",3029,37875,575588
"1431","Acinetobacter_radioresistens_SH164_",2874,38905,575589
"1432","Bacteroidetes_oral_taxon_274_str._F0058_",1856,25190,575590
"1433","Lachnospiraceae_oral_taxon_107_str._F0167_",3094,44747,575593
"1434","Lactobacillus_coleohominis_101-4-CHN_",1714,27368,575594
"1435","Lactobacillus_jensenii_115-3-CHN_",1509,20201,575605
"1436","Lactobacillus_jensenii_27-2-CHN_",1506,28773,575606
"1437","Peptoniphilus_sp._oral_taxon_386_str._F0131_",1404,26022,575609
"1438","Prevotella_sp._oral_taxon_317_str._F0108_",2926,33794,575615
"1439","Vibrio_tasmaniensis_LGP32_",4431,54639,575788
"1440","Zymomonas_mobilis_subsp._pomaceae_ATCC_29192_",1716,20042,579138
"1441","Dickeya_dadantii_Ech703_",3970,54715,579405
"1442","Thermoanaerobacterium_thermosaccharolyticum_DSM_571_",2601,36594,580327
"1443","Thermoanaerobacter_italicus_Ab9_",2270,35195,580331
"1444","Sideroxydans_lithotrophicus_ES-1_",2980,42217,580332
"1445","Thermovirga_lienii_DSM_17291_",1875,29768,580340
"1446","Hirschia_baltica_ATCC_49814_",3187,44048,582402
"1447","Rubidibacter_lacunae_KORDI_51-2_",3457,56873,582515
"1448","Methylovorus_glucosetrophus_SIP3-4_",2831,38795,582744
"1449","Hyphomicrobium_denitrificans_ATCC_51888_",3512,44532,582899
"1450","Methylotenera_mobilis_JLW8_",2338,30298,583345
"1451","Coraliomargarita_akajimensis_DSM_45221_",3120,32115,583355
"1452","Aminomonas_paucivorans_DSM_12260_",2399,46909,584708
"1453","Mobiluncus_curtisii_subsp._curtisii_ATCC_35241_",1894,35130,585198
"1454","Mobiluncus_mulieris_ATCC_35243_",2300,37433,585199
"1455","Streptococcus_mitis_SK321_",1757,27567,585202
"1456","Streptococcus_mitis_SK564_",1893,29636,585203
"1457","Streptococcus_mitis_SK597_",1871,29025,585204
"1458","Roseburia_hominis_A2-183_",3362,42534,585394
"1459","Synechococcus_sp._KORDI-49_",2734,29836,585423
"1460","Synechococcus_sp._KORDI-52_",2820,28170,585425
"1461","Oribacterium_sinus_F0268_",2638,36431,585501
"1462","Prevotella_bergensis_DSM_17361_",2825,34256,585502
"1463","Selenomonas_noxia_ATCC_43541_",2020,36642,585503
"1464","Weissella_paramesenteroides_ATCC_33313_",1952,22582,585506
"1465","Lactobacillus_amylolyticus_DSM_11664_",1684,19247,585524
"1466","Corynebacterium_genitalium_ATCC_33030_",2226,34295,585529
"1467","Brevibacterium_mcbrellneri_ATCC_49030_",2432,38121,585530
"1468","Aeromicrobium_marinum_DSM_15272_",3081,54805,585531
"1469","Bacteroides_sp._D20_",3652,58358,585543
"1470","Oceanobacillus_manasiensis_",3757,58932,586413
"1471","Terribacillus_aidingensis_",3230,40427,586416
"1472","Pseudomonas_chlororaphis_",6179,79867,587753
"1473","[Clostridium]_papyrosolvens_DSM_2782_",4172,72270,588581
"1474","Brevundimonas_naejangsanensis_",2712,36435,588932
"1475","Desulfurivibrio_alkaliphilus_AHT2_",2620,36036,589865
"1476","Alteromonas_australica_",3445,47412,589873
"1477","Dickeya_dadantii_Ech586_",4144,55020,590409
"1478","Cellulomonas_fimi_ATCC_484_",3762,44614,590998
"1479","Acidaminococcus_fermentans_DSM_20731_",2026,23343,591001
"1480","Actinobacillus_minor_202_",2049,31124,591023
"1481","Streptomyces_sp._SPB78_",6386,84057,591157
"1482","Streptomyces_sp._AA4_",8419,136259,591158
"1483","Streptomyces_viridochromogenes_DSM_40736_",7628,142351,591159
"1484","Streptomyces_pratensis_ATCC_33331_",6464,74918,591167
"1485","Abiotrophia_defectiva_ATCC_49176_",1950,32289,592010
"1486","Anaerobaculum_hydrogeniformans_ATCC_BAA-1850_",2500,51492,592015
"1487","Catonella_morbi_ATCC_51271_",3291,48185,592026
"1488","Clostridium_botulinum_D_str._1873_",2112,43196,592027
"1489","Dialister_invisus_DSM_15470_",1954,31528,592028
"1490","Nonlabens_dokdonensis_DSW-6_",3618,33652,592029
"1491","Eubacterium_saphenum_ATCC_49989_",954,15319,592031
"1492","Pantoea_sp._At-9b_",4076,54807,592316
"1493","Pantoea_sp._Sc1_",4061,64850,593105
"1494","[Cellvibrio]_gilvus_ATCC_13127_",3164,35817,593907
"1495","Rhodopirellula_sp._SWK7_",7239,111316,595460
"1496","Tolumonas_auensis_DSM_9187_",3130,45629,595494
"1497","Methylosinus_trichosporium_OB3b_",4270,53205,595536
"1498","Variovorax_paradoxus_EPS_",5952,84127,595537
"1499","Arthrobacter_sp._A3_",4040,40175,595593
"1500","Desulfovibrio_fructosivorans_JJ_",4159,107938,596151
"1501","Desulfovibrio_sp._U5L_",4001,102363,596152
"1502","Alicycliphilus_denitrificans_BC_",4455,68962,596153
"1503","Alicycliphilus_denitrificans_K601_",4696,80783,596154
"1504","Peptostreptococcus_stomatis_DSM_17678_",1600,24121,596315
"1505","Staphylococcus_warneri_L37603_",2381,41562,596319
"1506","Neisseria_flavescens_SK114_",2338,32172,596320
"1507","Leptotrichia_goodfellowii_F0264_",2375,34750,596323
"1508","Treponema_vincentii_ATCC_35580_",2559,44463,596324
"1509","Porphyromonas_uenonis_60-3_",1977,31745,596327
"1510","Mobiluncus_mulieris_28-1_",2321,42770,596328
"1511","Peptostreptococcus_anaerobius_653-L_",1871,31722,596329
"1512","Peptoniphilus_lacrimalis_315-B_",1589,25998,596330
"1513","Brenneria_sp._EniD312_",4388,90466,598467
"1514","Nautilia_profundicola_AmH_",1730,29588,598659
"1515","Blattabacterium_sp._",582,10838,600809
"1516","Meiothermus_rufus_DSM_22234_",2783,39038,604331
"1517","Caldicellulosiruptor_obsidiansis_OB47_",2188,31485,608506
"1518","Oribacterium_sp._oral_taxon_078_str._F0262_",2947,41431,608534
"1519","Hydrogenobacter_thermophilus_TK-6_",1894,26246,608538
"1520","[Clostridium]_saccharolyticum_WM1_",4154,66798,610130
"1521","Helicobacter_bilis_ATCC_43879_",2269,21573,613026
"1522","Rhodoferax_saidenbachensis_ED16_",3803,46734,614083
"1523","Arenibacter_algicola_",4617,55190,616991
"1524","Vibrio_splendidus_ZS-139_",4580,79751,617140
"1525","Prevotella_sp._oral_taxon_472_str._F0295_",3092,36501,619693
"1526","Aquimarina_agarilytica_ZC1_",3564,47317,620914
"1527","Paenibacillus_sp._oral_taxon_786_str._D14_",4382,83797,621372
"1528","Roseburia_inulinivorans_DSM_16841_",4415,68801,622312
"1529","Methylocystis_sp._ATCC_49242_",4238,66346,622637
"1530","Granulicatella_elegans_ATCC_700633_",1562,23885,626369
"1531","Burkholderia_glumae_BGR1_",5463,72656,626418
"1532","Prevotella_tannerae_ATCC_51259_",2811,30135,626522
"1533","Shuttleworthia_satelles_DSM_14600_",2261,35168,626523
"1534","Marinobacter_nanhaiticus_D15-8W_",4765,95385,626887
"1535","Phascolarctobacterium_succinatutens_YIT_12067_",2150,28955,626939
"1536","Sphingobium_sp._SYK-6_",4063,43688,627192
"1537","Pseudomonas_syringae_pv._maculicola_str._ES4326_",5833,117210,629265
"1538","Staphylococcus_hominis_SK119_",2182,38664,629742
"1539","Sphingomonas_sp._Mn802worker_",3046,42727,629773
"1540","Shimwellia_blattae_DSM_4481_=_NBRC_105725_",3904,52179,630626
"1541","Thiorhodovibrio_sp._970_",4701,83341,631362
"1542","Lutibaculum_baratangense_AMV1_",4165,66636,631454
"1543","Clostridium_butyricum_E4_str._BoNT_E_BL5262_",4301,50933,632245
"1544","Caldicellulosiruptor_hydrothermalis_108_",2546,32927,632292
"1545","Caldicellulosiruptor_kristjanssonii_I77R1B_",2482,32328,632335
"1546","Caldicellulosiruptor_owensensis_OL_",2147,31469,632518
"1547","Thalassobium_sp._R2A62_",3696,66334,633131
"1548","Olsenella_uli_DSM_7084_",1739,22407,633147
"1549","Brevundimonas_subvibrioides_ATCC_15264_",3327,37435,633149
"1550","[Eubacterium]_cellulosolvens_6_",2749,51139,633697
"1551","Aggregatibacter_aphrophilus_NJ8700_",2231,24987,634176
"1552","Komagataeibacter_medellinensis_NBRC_3288_",3156,31340,634177
"1553","Acetobacter_pasteurianus_IFO_3283-01_",2630,34423,634452
"1554","Erwinia_pyrifoliae_Ep1-96_",3682,50145,634499
"1555","Erwinia_billingiae_Eb661_",4697,64373,634500
"1556","Bartonella_grahamii_as4aup_",1768,22846,634504
"1557","Geobacillus_thermoglucosidasius_C56-YS93_",3697,51785,634956
"1558","Leptotrichia_hofstadii_F0254_",2846,39359,634994
"1559","Thermincola_potens_JR_",2949,44084,635013
"1560","Acidithiobacillus_caldus_ATCC_51756_",2889,38512,637389
"1561","Acidithiobacillus_thiooxidans_ATCC_19377_",2971,45592,637390
"1562","Shewanella_violacea_DSS12_",4346,53107,637905
"1563","Citrobacter_rodentium_ICC168_",4851,72512,637910
"1564","Actinobacillus_minor_NM305_",2411,34043,637911
"1565","Granulicatella_adiacens_ATCC_49175_",1920,37696,638301
"1566","Selenomonas_flueggei_ATCC_43531_",2117,41388,638302
"1567","Thermocrinis_albus_DSM_14484_",1593,23809,638303
"1568","Acidobacteria_bacterium_KBS_146_",4001,56089,639030
"1569","Deferribacter_desulfuricans_SSM1_",2374,38013,639282
"1570","Starkeya_novella_DSM_506_",4431,51211,639283
"1571","Dechlorosoma_suillum_PS_",3443,57697,640081
"1572","Segniliparus_rotundus_DSM_44985_",3006,30672,640132
"1573","Burkholderia_sp._CCGE1001_",5965,95580,640510
"1574","Burkholderia_sp._CCGE1002_",6889,85960,640511
"1575","Burkholderia_sp._CCGE1003_",5988,103188,640512
"1576","Enterobacter_asburiae_LF7a_",4451,62390,640513
"1577","Clostridium_sp._DL-VIII_",5683,118591,641107
"1578","Ruminococcus_flavefaciens_FD-1_",3918,56978,641112
"1579","Capnocytophaga_granulosa_ATCC_51502_",2513,32972,641143
"1580","Scardovia_inopinata_F0304_",1482,25584,641146
"1581","Simonsiella_muelleri_ATCC_29453_",2275,31842,641147
"1582","Neisseria_sp._oral_taxon_014_str._F0314_",2298,31304,641149
"1583","Desulfovibrio_desulfuricans_ND132_",3454,55518,641491
"1584","Cyclobacterium_qasimii_M12-11B_",5958,84338,641524
"1585","Winogradskyella_psychrotolerans_RS-3_",4024,57447,641526
"1586","Tatumella_morbirosei_",3653,57067,642227
"1587","Clostridium_lentocellum_DSM_5427_",4182,46225,642492
"1588","Microchaete_sp._PCC_7126_",5059,78577,643473
"1589","Desulfovibrio_aespoeensis_Aspo-2_",3304,53976,643562
"1590","Syntrophothermus_lipocalidus_DSM_12680_",2313,38716,643648
"1591","Marivirga_tractuosa_DSM_4126_",3757,43136,643867
"1592","Silicibacter_sp._TrichCH4B_",4735,84235,644076
"1593","Silicibacter_lacuscaerulensis_ITI-1157_",3611,61272,644107
"1594","Desulfarculus_baarsii_DSM_2075_",3277,48827,644282
"1595","Micromonospora_aurantiaca_ATCC_27029_",6222,66356,644283
"1596","Arcanobacterium_haemolyticum_DSM_20595_",1731,24612,644284
"1597","Gordonia_neofelifaecis_NRRL_B-59395_",3985,68371,644548
"1598","Pseudomonas_stutzeri_RCH2_",4230,64535,644801
"1599","Thermaerobacter_marianensis_DSM_12885_",2327,30354,644966
"1600","Desulfovibrio_sp._FW1012B_",3712,91630,644968
"1601","Corynebacterium_kroppenstedtii_DSM_44385_",2018,25118,645127
"1602","Streptomyces_sp._e14_",6446,110625,645465
"1603","Jonquetella_anthropi_E3_33_E1_",1834,26828,645512
"1604","Syntrophobotulus_glycolicus_DSM_8271_",3251,42769,645991
"1605","Desulfosporosinus_acidiphilus_SJ4_",4431,55169,646529
"1606","Rhodomicrobium_vannielii_ATCC_17100_",3565,45579,648757
"1607","Methylobacterium_sp._MB200_",5036,97494,648885
"1608","Thermovibrio_ammonificans_HB-1_",1813,26871,648996
"1609","Leadbetterella_byssophila_DSM_17132_",3465,46922,649349
"1610","Truepera_radiovictrix_DSM_17093_",2945,35602,649638
"1611","Bacillus_cellulosilyticus_DSM_2522_",4266,47943,649639
"1612","Actinomyces_sp._oral_taxon_848_str._F0332_",2592,27185,649743
"1613","Aneurinibacillus_aneurinilyticus_ATCC_12856_",6214,90251,649747
"1614","Corynebacterium_ammoniagenes_DSM_20306_",2654,28402,649754
"1615","Prevotella_veroralis_F0319_",3048,33568,649761
"1616","Slackia_exigua_ATCC_700122_",2029,25017,649764
"1617","Actinoplanes_sp._N902-109_",8212,86998,649831
"1618","Erysipelothrix_rhusiopathiae_str._Fujisawa_",1697,20885,650150
"1619","Rhodopseudomonas_palustris_DX-1_",4917,93346,652103
"1620","Streptomyces_violaceusniger_Tu_4113_",8728,106960,653045
"1621","Actinomyces_sp._oral_taxon_849_str._F0330_",3019,40355,653386
"1622","Desulfurispirillum_indicum_S5_",2571,41881,653733
"1623","Anaerococcus_vaginalis_ATCC_51170_",1764,30615,655811
"1624","Aerococcus_viridans_ATCC_11563_",1929,25276,655812
"1625","Streptococcus_oralis_ATCC_35037_",1847,33958,655813
"1626","Zunongwangia_profunda_SM-A87_",4653,54401,655815
"1627","Frankia_symbiont_of_Datisca_glomerata_",4213,42149,656024
"1628","Halanaerobium_hydrogeniformans_",2295,29919,656519
"1629","Bacteroides_xylanisolvens_XB1A_",4406,47670,657309
"1630","Faecalibacterium_prausnitzii_SL3-3_",2742,24896,657322
"1631","Lachnospiraceae_bacterium_3_1_57FAA_CT1_",6535,141620,658086
"1632","Lachnospiraceae_bacterium_9_1_43BFAA_",2720,39843,658088
"1633","Candidatus_Liberibacter_solanacearum_CLso-ZC1_",1192,18536,658172
"1634","Legionella_drancourtii_LLAP12_",3959,54668,658187
"1635","Pseudomonas_sp._H2_",4985,101640,658612
"1636","Lachnospiraceae_bacterium_1_4_56FAA_",3191,53904,658655
"1637","Erysipelotrichaceae_bacterium_3_1_53_",3857,208023,658659
"1638","Mesotoga_prima_MesG1.Ag.4.2_",2574,28919,660470
"1639","Olsenella_sp._oral_taxon_809_str._F0356_",1898,29069,661087
"1640","Legionella_longbeachae_NSW150_",3470,38062,661367
"1641","Fimbriimonas_ginsengisoli_Gsoil_348_",4820,32776,661478
"1642","Corynebacterium_resistens_DSM_45100_",2171,25775,662755
"1643","Ethanoligenens_harbinense_YUAN-3_",2701,29995,663278
"1644","Candidatus_Regiella_insecticola_LSR1_",1769,23308,663321
"1645","Methylocapsa_aurea_",3403,52851,663610
"1646","Acetobacter_aceti_ATCC_23746_",3197,48598,663932
"1647","Streptococcus_dysgalactiae_subsp._dysgalactiae_ATCC_27957_",2107,36889,663952
"1648","Erwinia_amylovora_CFBP1430_",3733,48829,665029
"1649","Spirochaeta_thermophila_DSM_6192_",2203,29704,665571
"1650","Streptomyces_viridosporus_T7A_",7262,123832,665577
"1651","Desulfovibrio_sp._6_1_46AFAA_",3326,48073,665942
"1652","Lachnospiraceae_bacterium_3_1_46FAA_",2940,45737,665950
"1653","Bacillus_smithii_7_3_47FAA_",3294,38221,665952
"1654","Subdoligranulum_sp._4_3_54A2FAA_",4105,52116,665956
"1655","Bacillus_sp._2_A_57_CT2_",5773,97761,665959
"1656","Planktomarina_temperata_RCA23_",3033,39402,666509
"1657","Methylotenera_versatilis_301_",2764,39462,666681
"1658","Afipia_sp._1NLS2_",3823,61305,666684
"1659","Rhodanobacter_denitrificans_",3824,43183,666685
"1660","Bacillus_sp._1NLA3E_",4410,54959,666686
"1661","Thermodesulfatator_indicus_DSM_15286_",2195,29631,667014
"1662","Bacteroides_salanitronis_DSM_18170_",3577,34577,667015
"1663","Edwardsiella_tarda_ATCC_15947_=_NBRC_105688_",3257,59275,667121
"1664","Burkholderia_sp._JPY347_",5509,106715,667632
"1665","Mannheimia_haemolytica_serotype_A2_str._BOVINE_",2552,31074,669262
"1666","Candidatus_Profftella_armatura_",366,12617,669502
"1667","Microvirga_aerilata_",4632,75028,670292
"1668","Hyphomicrobium_denitrificans_1NES1_",3842,39122,670307
"1669","Oceanithermus_profundus_DSM_14977_",2373,35402,670487
"1670","Candidatus_Methylomirabilis_oxyfera_",3068,32047,671143
