,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29
Escherichia_coli_str_K-12_substr_MG1655_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,250058.5259,2.22E-16,242.6319682,2.22E-16,2009.816338,2.22E-16,73.99974975,1625.88741,2.22E-16,1102.60571,2.22E-16,2.22E-16,185.5795462,2.22E-16,3.62E-05,7938.008128,2.22E-16,4191.231635,3438.658954,1292.877689,2.22E-16,1933.865196,2.22E-16,2.22E-16
Escherichia_coli_BL21,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,144787.7787,2.22E-16,405.3468758,333.1648756,1034.243091,2.22E-16,0.132311093,2.22E-16,2.22E-16,1718.514894,2.22E-16,2.22E-16,43.23087032,2.22E-16,2.22E-16,3589.774199,2.22E-16,1302.167071,2.22E-16,1.178984893,2.22E-16,695.037929,728.2735543,2.22E-16
Escherichia_coli_O157_H7_str_EDL933_,1045.435199,2.22E-16,262.0706329,10660.30609,2.22E-16,96315.61358,4303.75968,855.8904135,1264.27257,2.22E-16,2814.142808,3529.276368,1860.754806,2.22E-16,2.22E-16,308.4054032,1155.143921,1942.941431,3440.790643,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4605.005066,1824.518001,2.22E-16,1.80E-14,2.22E-16,987.6553136
Citrobacter_rodentium_ICC168_,10605.1437,2.22E-16,2.22E-16,2.22E-16,2.22E-16,87062.59837,3516.481719,2.22E-16,2.22E-16,606.7623237,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2900.689944,13003.7838,2.22E-16,2.22E-16,2.22E-16,4655.996098,2.22E-16,2541.552467,2.22E-16,2.22E-16,2.22E-16,2.22E-16,194.9708593,2.22E-16
Escherichia_coli_ATCC_8739_,2.22E-16,2.22E-16,2.22E-16,8279.813793,2.22E-16,73378.56637,2.22E-16,709.0484532,85.17018003,144.947453,3099.746813,1373.67745,1809.485801,2.22E-16,2.22E-16,4654.75487,2.22E-16,2407.252814,2952.889861,4966.179949,2.22E-16,2.22E-16,2.22E-16,58.10428304,1054.095522,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Escherichia_coli_CFT073_,975.4790771,2.22E-16,2.22E-16,11400.51292,2.22E-16,54884.67343,3.90E-13,1115.768386,1.77E-13,2.22E-16,418.7537996,17.85094685,754.7282063,2.22E-16,145.2830196,2.22E-16,868.1318562,1100.649988,1305.198022,36732.88019,2.22E-16,2.22E-16,2.22E-16,4032.37515,813.6851032,2.22E-16,3423.920642,0.070005315,4223.696815
Enterobacter_cloacae_EcWSU1_,2.22E-16,2.22E-16,2.22E-16,33939.77259,2.22E-16,31852.19259,2.22E-16,2.22E-16,493.3877605,1195.353963,2280.741224,2.22E-16,312.4113473,5384.847886,4470.029851,2.22E-16,2368.857252,1251.417902,4280.177472,43407.241,2.22E-16,2.22E-16,2.22E-16,6375.570801,1758.822167,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Aliivibrio_salmonicida_LFI1238_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,14129.49138,2.22E-16,2.22E-16,526.1589972,2772.00438,1.41E-09,2.22E-16,33.08355994,2674.16078,6632.471658,4024.633624,2.22E-16,39.861057,149.5552984,2.22E-16,2.22E-16,2.22E-16,2.22E-16,398.9797966,111.0524342,2.22E-16,139.3029767,2.22E-16,2.22E-16
Escherichia_coli_536_,2.22E-16,2.22E-16,2.22E-16,66249.08759,2.22E-16,12135.92495,778.4328904,547.8862944,81.76932475,3290.981251,388.264363,128.4524374,2.22E-16,2.22E-16,3928.449854,2.22E-16,1607.394473,446.3349123,4.52E-07,2.22E-16,2216.145895,2.22E-16,2.22E-16,296.8906405,598.2046629,2.22E-16,2.22E-16,455.1964388,2.22E-16
Citrobacter_farmeri_GTC_1319_,2.22E-16,2.22E-16,2.22E-16,14983.0944,2.22E-16,11363.95451,2466.22868,6.45E-13,94.96656002,2.22E-16,2.22E-16,2.22E-16,1.44E-07,2.22E-16,2.22E-16,2.22E-16,1474.250062,3016.200492,5140.421153,102820.8907,604.7558818,2.22E-16,1544.099311,4337.639122,1343.402691,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Erwinia_amylovora_CFBP1430_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5287.319623,2.22E-16,2.22E-16,2.22E-16,4310.441059,605.3545344,2.22E-16,11.99895748,5075.109656,574.5680628,2.22E-16,2.22E-16,2.22E-16,1021.003751,28201.47258,2780.587442,2.22E-16,2.22E-16,2.22E-16,174.3934546,2.22E-16,91.99417238,192.3320613,2.22E-16
Escherichia_albertii_KF1_,2.22E-16,2.22E-16,2.22E-16,39826.58548,5090.97543,3125.621618,4923.159107,4503.220055,1238.361788,2.22E-16,3687.744166,1330.270824,1258.644435,2.22E-16,2.22E-16,94.33317222,4.01E-12,857.1427581,2.22E-16,36442.68278,2.22E-16,2.22E-16,2.22E-16,5570.284552,875.4069634,2.22E-16,2.79E-09,2.22E-16,2.22E-16
Alcanivorax_borkumensis_SK2_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2772.415075,2.22E-16,2.22E-16,2.22E-16,3176.04944,2.22E-16,6439.390351,2.22E-16,2270.254203,3436.935122,35.85686779,2.22E-16,2.22E-16,2.22E-16,2379.663498,2.22E-16,2.22E-16,172.1694509,2.22E-16,2.22E-16,2.22E-16,3420.670935,2.22E-16,2.22E-16
Glaciecola_arctica_BSs20135_,5160.001415,2.22E-16,2.22E-16,490.4005812,410.0812617,2520.567788,1067.823794,2.22E-16,7.371991066,56.45006448,2.22E-16,78.8012476,312.069099,0.00047481,257.8730517,130.0426409,3697.44466,2.22E-16,95.84995002,2.22E-16,8690.86444,2.22E-16,360.9364624,824.0948528,100.9597977,2.22E-16,2.22E-16,2.22E-16,17411.88786
Colwellia_psychrerythraea_,2.22E-16,2.22E-16,2.22E-16,1582.972396,133.1271208,2010.494181,3533.480836,4320.521027,2.22E-16,1094.997118,176.9104618,2.22E-16,17.03328955,2.22E-16,122.2602794,1932.51438,2.22E-16,2.22E-16,2.22E-16,1.12E-05,2.22E-16,2.22E-16,4.837540307,795.1090163,2.22E-16,2.22E-16,391.5208409,40.35796283,2.22E-16
Cupriavidus_metallidurans_CH34_,2.22E-16,1444.21265,49590.82447,4.86E-15,715.309003,1637.242918,2.22E-16,2.22E-16,2.22E-16,2.22E-16,56.21723497,2.22E-16,121.8997902,2.22E-16,228.8038852,1619.437206,2.22E-16,47.71111917,2.22E-16,8.032947693,3814.135741,2.22E-16,3297.510618,416.9144088,21.06919503,2.22E-16,2.22E-16,2120.484223,2.22E-16
Clostridium_sp_SY8519_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1135.689524,2.22E-16,2.22E-16,2.22E-16,166.2756401,2.22E-16,1084.096068,2.22E-16,72.14169346,9.74576802,251.0443904,2.22E-16,2.22E-16,2.22E-16,3.29E-08,203.6462549,2.22E-16,408.0462746,121.2697757,2.22E-16,2.22E-16,1847.990229,2.22E-16,2.22E-16
Massilia_sp_LC238_,8807.897828,2.22E-16,2.22E-16,198.5268723,230.4359352,1085.338615,2.22E-16,2.22E-16,41.2013856,218.94763,85.82173721,100.7726914,2.22E-16,2.22E-16,56.57533301,318.3799821,6769.75286,18.00376915,134.9484246,2.22E-16,2.22E-16,2.22E-16,598.7364397,94.54360672,86.79226386,2.22E-16,239.3027365,2608.635492,12642.54965
Eikenella_corrodens_ATCC_23834_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1015.379378,2.22E-16,2.22E-16,2.22E-16,1815.607402,2.22E-16,115.0296325,2.22E-16,3270.766263,1462.451053,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,512.5747531,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,14268.57564,196.6746135,2.22E-16
Klebsiella_pneumoniae_,163.9916152,2.22E-16,25545.68898,239.9015712,2.22E-16,986.2579456,2264.093855,352.3518224,18.77427427,2.22E-16,3.74119447,51.0123745,169.9057865,2.22E-16,4.621363592,154.0364498,47.61942882,452.4710217,470.6706031,555.5755019,2000.115535,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,16.70825475,410.5110178,2.22E-16
Legionella_pneumophila_str_Paris_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1031.094386,889.647602,2.22E-16,2.22E-16,2.22E-16,122.559316,19421.53679,1509.054967,996.9167966,342.5059922,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2304.276651,2.22E-16,5313.19845,8636.158632,710.847556,2.22E-16,776.6125054,611.9536616,2.22E-16
Edwardsiella_tarda_ATCC_15947_=_NBRC_105688_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,725.0631424,2.22E-16,2.22E-16,2.22E-16,221.9297801,2.22E-16,2.22E-16,6165.963902,2.22E-16,2.22E-16,418.3918915,2.22E-16,690.5043135,2.22E-16,71337.46284,11151.10044,2.22E-16,2658.592743,8597.448571,5878.574177,2.22E-16,2.14E-14,793.5293126,2.22E-16
Hydrogenobaculum_sp_HO_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,664.0837611,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,29.96155116,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,242.8630279,2.22E-16,2.22E-16,2.22E-16,2.22E-16,167.5704098,2.22E-16
Leminorella_grimontii_ATCC_33999_=_DSM_5078_,2.22E-16,2.22E-16,2.22E-16,2002.320066,2.22E-16,650.5580787,1525.557637,2.22E-16,881.1907537,35.66148556,61.07520036,124.0611916,45.91092033,2.22E-16,110.8039684,2.22E-16,2.22E-16,2.22E-16,2079.334554,2.22E-16,703.9318076,2.22E-16,954.1711298,79.70370818,2.229274208,2.22E-16,90.44542869,1856.236038,2.22E-16
Klebsiella_oxytoca_,2441.815001,2.22E-16,3131.512596,2.22E-16,2.22E-16,590.2885971,10914.74284,2.22E-16,2.22E-16,74.35051854,2.22E-16,2.22E-16,2.22E-16,2.22E-16,8.53E-12,474.6927914,2140.222944,2.22E-16,2.22E-16,626.3728815,1283.653667,2.22E-16,5484.604713,2.22E-16,12.41730818,2.22E-16,2.22E-16,659.6399922,76868.41007
Lactobacillus_rhamnosus_GG_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,464.7651407,2.22E-16,2.22E-16,2.22E-16,79.68366435,284.6228465,9035.685109,78.05187094,846.0449331,89.15892709,503.8121491,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1987.899897,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,314.8806989,458.529173,2.22E-16
Candidatus_Babela_massiliensis_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,443.94457,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,439.1875778,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Cytophaga_hutchinsonii_ATCC_33406_,2.22E-16,2.22E-16,2.22E-16,1685.953197,3252.645901,299.8384675,2.22E-16,2.22E-16,233.510819,8.95081996,2.22E-16,34.55299514,634.0794689,156.7324366,154.3665547,301.3235926,2.22E-16,852.2771589,5732.136908,2.22E-16,2.22E-16,2.22E-16,115.3428682,2.22E-16,1145.854282,2.22E-16,2.22E-16,49.01416227,2.22E-16
Dehalococcoides_mccartyi_195_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,245.5622763,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1609.165855,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,166.3392997,2.22E-16,2.22E-16,2.22E-16,2.22E-16,37.51864058,2.22E-16
Desulfovibrio_piezophilus_C1TLV30_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,230.0723751,2.22E-16,2.22E-16,2.22E-16,37.47784695,2746.820108,3060.020586,2134.848715,104.654384,2.22E-16,295.179227,2.22E-16,4668.734483,2.22E-16,2.22E-16,410.7997469,2.22E-16,567.3175685,334.6604787,2639.588313,2.22E-16,18.9550751,2.22E-16,2.22E-16
Dorea_longicatena_AGR2136_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,622.9349885,223.4705732,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6051.743173,2539.894467,4218.850343,2.22E-16,2.22E-16,71.30232153,2.22E-16,2631.685192,2.22E-16,5.15E-12,5.483226282,2.22E-16,2.22E-16,2.22E-16,59.87998724,2.22E-16,2.22E-16,63.34868919,2.22E-16
Edwardsiella_hoshinae_NBRC_105699_=_ATCC_33379_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,150.1752177,2.22E-16,2.22E-16,2.22E-16,226.4186074,950.2469483,3324.148012,9103.144839,2.22E-16,241.5126888,2.22E-16,2.22E-16,2.22E-16,2.22E-16,6744.158534,2.22E-16,2.22E-16,795.7174697,6537.310711,1238.204216,2.22E-16,1146.244897,6.24E-11,2.22E-16
Clavibacter_michiganensis_subsp_michiganensis_NCPPB_382_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,124.9247153,2.22E-16,2.22E-16,2.22E-16,1.86162013,8351.908481,2.22E-16,530.9519533,213.8413346,16.88250282,26.61098852,2.22E-16,2.22E-16,2.22E-16,1275.232904,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,667.8103404,36.31522485,2.22E-16
Enterobacter_cloacae_subsp_cloacae_ATCC_13047_,12495.58948,2.22E-16,2.22E-16,2.22E-16,591.7263521,122.0545688,2735.678759,2.22E-16,1.74E-08,4.563757048,2.22E-16,8.957396501,68.25850615,2.22E-16,29.39589439,2.22E-16,278.9301629,10.9354723,325.1016101,1673.961774,854.9879518,2.22E-16,2.22E-16,2.22E-16,749.532567,2.22E-16,18.42379307,2446.451142,17812.90188
Avibacterium_paragallinarum_221_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,100.0665961,2.22E-16,2.22E-16,2.22E-16,127.3731252,688.7901825,449.8454363,2.22E-16,2.22E-16,483.0953947,6142.687059,2.22E-16,2.22E-16,2.22E-16,38.04575462,156.9309927,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,310.3105254,60.05163274,2.22E-16
endosymbiont_of_Tevnia_jerichonana_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2950.591836,96.36595183,2.22E-16,2.22E-16,2.22E-16,336.3911776,7054.860328,1538.16302,6739.13082,2.22E-16,816.7657081,197.4987186,2.22E-16,362.5916033,2.22E-16,123.4049849,3134.480682,2.22E-16,2.22E-16,6119.152449,2610.664502,2.22E-16,2461.432858,213.6877621,2.22E-16
Bacillus_pseudofirmus_OF4_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3802.877535,58.85850596,464.5121982,1078.09154,5632.585362,2.22E-16,2944.903056,2.22E-16,343.746916,112.4816873,2.22E-16,2.22E-16,2.22E-16,1333.449964,552.9096292,2.22E-16,451.527992,2.22E-16,44.7063364,33.24563713,3772.160748,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Chlamydophila_pneumoniae_AR39_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,38.14112837,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,30.0221438,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.001695303,2.22E-16,711.1059962,2.22E-16,2.22E-16,2.22E-16,2.22E-16,21.09421547,2.22E-16
Desulfovibrio_gigas_DSM_1382_=_ATCC_19364_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,176.4247193,34.74173586,2.22E-16,2.22E-16,2.22E-16,4.820081353,3284.930713,2.22E-16,2593.264052,2.22E-16,17.08720862,59.02407025,2.22E-16,3596.255631,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1378.270027,13.35439131,1040.481154,2.22E-16,188.2096046,484.0652404,2.22E-16
Aeromonas_hydrophila_YL17_,2.22E-16,2.22E-16,2.22E-16,2908.172031,2.22E-16,31.64556671,2.22E-16,5476.284286,2537.53347,2.22E-16,0.379022037,2.22E-16,75.75463486,2.22E-16,2.22E-16,1117.364721,2.22E-16,41.31302739,8848.320721,2.22E-16,672.065359,2.22E-16,160.9930769,4.42E-11,1.10E-09,2.22E-16,2.22E-16,1.031670702,2.22E-16
Exiguobacterium_sp_MH3_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,18.54514813,2.22E-16,2.22E-16,2.22E-16,14.85749413,2.22E-16,2.22E-16,2.22E-16,2.22E-16,13.12768265,2.22E-16,2.22E-16,463.669093,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.801498663,2.22E-16,2.22E-16
Acholeplasma_laidlawii_PG-8A_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,17.18764313,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1387.918889,2.22E-16,2.22E-16,2.22E-16,2.22E-16,86.11845749,2.22E-16,57.7584634,2.22E-16,2.22E-16,2.22E-16,2.22E-16,26.51753808,2.22E-16
Actinobacillus_pleuropneumoniae_serovar_5b_str_L20_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,13.94771383,2.22E-16,2.22E-16,2.22E-16,4117.488173,2.22E-16,2.22E-16,2.22E-16,3627.95974,3878.698887,3925.23538,2.22E-16,2.22E-16,2.22E-16,2.22E-16,516.8020329,2.22E-16,551.3391927,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
Amycolatopsis_mediterranei_U32_,16.36732066,356.8242347,86.96062704,2.22E-16,136.5178319,2.265126674,2.22E-16,19.42716116,258.6948426,96.30133537,23.87443008,250.4233746,13.49667275,27.70996852,93.20293294,2.22E-16,5184.720157,0.620817737,2.22E-16,74.40099187,54.0365907,345.6427451,159.789915,2.22E-16,2.22E-16,893.908072,22.81729787,2.22E-16,192.8700011
Loktanella_vestfoldensis_SKA53_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.016645562,2.22E-16,2.22E-16,2.22E-16,247.9506744,7250.287407,3462.15951,859.1043518,900.0767174,89.61127921,86.41191069,2.22E-16,2.22E-16,2.22E-16,8720.81088,401.037468,2.22E-16,114.1830401,1028.333613,2.22E-16,2.22E-16,1757.532486,391.5844622,2.22E-16
Martelella_mediterranea_DSM_17316_,2272.959071,2.22E-16,2.22E-16,0.10818144,134.9533777,0.00617517,28419.87511,329.2215904,71.30742205,111.0590928,256.3073101,61.81389641,147.0573385,272.9606899,2.22E-16,7128.867541,1314.42593,8.896366913,217.6652791,41.58207983,614.03472,2.22E-16,495.3078685,2.22E-16,8.22155188,2.22E-16,61.58651036,2.22E-16,2.22E-16
Idiomarina_loihiensis_L2TR_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,0.000104215,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1052.017471,0.068315194,2.22E-16,2.22E-16,2.22E-16,477.13295,14259.01029,2.22E-16,1331.333523,11373.93518,2.22E-16,2.22E-16,9128.092759,324.6167342,2.22E-16
Ketogulonicigenium_vulgare_WSH-001_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.62E-05,2.22E-16,2.22E-16,2.22E-16,37.7991223,2.22E-16,2.22E-16,2.22E-16,577.6163227,2.22E-16,15.11052994,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3956.935613,2.22E-16,161.1535911,7188.568909,2.22E-16,2.22E-16,3285.74895,556.3104139,2.22E-16
Actinobacillus_minor_NM305_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,4.43E-05,2.22E-16,2.22E-16,2.22E-16,74.21204547,2.22E-16,2.22E-16,2.22E-16,80.05599316,2938.982285,239.7219931,2.22E-16,2.22E-16,2.22E-16,2.22E-16,32.26330986,2.22E-16,368.0587292,2.22E-16,2.22E-16,2.22E-16,3125.393944,912.5775522,2.22E-16
Janthinobacterium_sp_Marseille_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,8801.582902,1.90E-08,2.22E-16,2.22E-16,1156.818207,154.0445942,2.22E-16,41.70209693,169.9352314,5.68E-12,10.21316117,70.98791098,2.22E-16,127.2252659,3328.777293,2.22E-16,4101.480356,2.22E-16,3620.054753,292.8471386,1399.523839,2.22E-16,172.8488794,231.0978423,2.22E-16
[Clostridium]_symbiosum_WAL-14673_,2.22E-16,2.22E-16,2.22E-16,3640.054416,2.22E-16,3.08E-10,2.22E-16,1916.271707,21.03907656,56.69723662,4305.075053,1580.501002,726.6365219,2154.067627,135.7778979,95.36367607,2.22E-16,2.22E-16,14620.36955,2.22E-16,219.1998042,2.22E-16,106.4050517,2.22E-16,92.72759637,2.22E-16,813.1696874,301.7692978,2.22E-16
Hafnia_alvei_FB1_,2.22E-16,2.22E-16,2.22E-16,6300.617822,2.22E-16,5.50E-13,7890.895742,4378.549173,3124.446246,104.7826448,344.6140549,5.083030768,2.22E-16,2.22E-16,197.6429088,2.22E-16,2.22E-16,2713.165681,2770.029215,1.86E-12,2.22E-16,2.22E-16,746.6291733,148.2310773,5441.357083,2.22E-16,164.5783012,153.8087235,2.22E-16
Burkholderia_mallei_ATCC_23344_,2.22E-16,2.22E-16,2.22E-16,5610.800573,2.22E-16,1.92E-13,2.22E-16,4271.84643,1706.408216,103.3922119,2.22E-16,2.22E-16,2.22E-16,2.22E-16,26.83806273,555.1611211,1380.00212,2.22E-16,2.22E-16,2.22E-16,76.0651679,2.22E-16,0.000256161,2.22E-16,35.68516354,2.22E-16,67.56846279,22.69040768,2.22E-16
Candidatus_Scalindua_brodae_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1.13E-13,2.22E-16,2.22E-16,5086.191528,72.22779767,469.8792298,2.22E-16,195.7054302,782.653794,213.8971724,106.9241755,2.22E-16,156.6863445,1225.632119,169.773484,175.9961507,2.22E-16,2.22E-16,709.9968412,736.6005892,2.22E-16,631.0216742,1149.074998,2.22E-16
Erwinia_typographi_,15266.13452,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5.47E-15,12413.35905,2.22E-16,24.82387359,1343.371327,2.22E-16,126.0129837,297.6181517,2.22E-16,307.615851,2.22E-16,2.22E-16,149.7382039,343.3183818,2262.842434,6261.071939,2.22E-16,3485.963444,427.4339328,59.41762711,2.22E-16,2.22E-16,404.8307579,2.22E-16
Alcanivorax_dieselolei_B5_,2.22E-16,2.22E-16,2.22E-16,3071.002038,548.0497218,3.23E-16,2.22E-16,3918.914234,4608.065207,2.22E-16,0.002858289,134.950372,2.22E-16,278.6315768,131.0279928,189.5302055,1729.448177,2.22E-16,1301.922103,117.3420678,89.58422744,2.22E-16,117.4550599,93.92268168,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16
'Nostoc_azollae'_0708_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,136.0772901,2.22E-16,2224.501738,2.22E-16,2.22E-16,2.22E-16,2.22E-16,3215.124114,2.22E-16,2.22E-16,2.22E-16,2.22E-16,178.3963035,2.22E-16,1749.699776,2.22E-16,2.22E-16,25.82539394,2.22E-16
[Bacillus]_selenitireducens_MLS10_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,80.05982714,2.22E-16,2.22E-16,4956.42102,2.22E-16,121.3703144,6.386945301,2.22E-16,8383.092174,2.22E-16,2.22E-16,2.22E-16,2.22E-16,128.4904934,16.68423204,1483.970892,2.22E-16,2.22E-16,37.21343976,2.22E-16
[Bacteroides]_pectinophilus_ATCC_43243_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,29.6717985,425.3818745,2.22E-16,6146.635753,2.22E-16,147.1002616,180.9561657,2.22E-16,2675.234467,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,1096.382191,2.22E-16,2.22E-16,122.5737138,4.6581304,2.22E-16
[Cellvibrio]_gilvus_ATCC_13127_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,31.69300261,131.4359267,2.22E-16,2048.301092,2.22E-16,2.22E-16,102.1300981,2.22E-16,3285.204705,2.22E-16,2.22E-16,2.22E-16,2.22E-16,232.1573374,15.99465798,4824.981779,2.22E-16,2.22E-16,2.22E-16,2.22E-16
[Clostridium]_acidurici_9a_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,330.4507262,2.22E-16,1135.780433,2.22E-16,2.22E-16,2463.538775,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,261.0463614,20044.7996,2.22E-16,2.22E-16,1045.613691,225.716133,2.22E-16
[Clostridium]_aminophilum_DSM_10710_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,24.90828311,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,38.29028986,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,460.8035971,2.22E-16,2.22E-16,2.22E-16,1269.48334,986.3878018,2.22E-16
[Clostridium]_bifermentans_WYM_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,36.97420155,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,43.18239406,2.22E-16,872.4084692,2.22E-16,2.22E-16,2.22E-16,2.22E-16,215.1092197,2.22E-16,7703.212873,2.22E-16,2.22E-16,60.11721899,2.22E-16
[Clostridium]_bolteae_ATCC_BAA-613_,42.85508514,3349.333533,2.56165809,2.22E-16,2.22E-16,2.22E-16,2.22E-16,20.35865241,324.0931439,2.22E-16,15.07443515,41.07791774,385.3919752,2.22E-16,0.003247033,2.22E-16,264.8926568,51.59561722,5.306039187,2.22E-16,2.22E-16,1330.105053,2.22E-16,51.63085048,2.22E-16,2.22E-16,21.90336449,2.22E-16,57.50044685
[Clostridium]_citroniae_WAL-17108_,7.466266308,17010.81837,2.73E-08,2.22E-16,2.22E-16,2.22E-16,2.22E-16,277.803056,134.0926235,204.2889592,121.1981086,174.9285842,155.3273556,2.22E-16,75.97778628,2.22E-16,211.9772821,407.6140118,27.29420793,2.22E-16,2.22E-16,2.22E-16,37.54658878,2.22E-16,2.22E-16,2.22E-16,2.22E-16,11.22623044,2.22E-16
[Clostridium]_clariflavum_DSM_19732_,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,2.22E-16,5701.55789,122.5229758,23.0548614,11.2478174,10.64755171,2.22E-16,118.7862663,29.10390988,2.22E-16,67.96487572,1528.518876,2.22E-16,2.22E-16,2.22E-16,209.516181,2.22E-16,2.22E-16,2.22E-16,40.28088039,891.7480955,2.22E-16
