Species,Proteins,ID
Lysinibacillus_massiliensis_4400831_=_CIP_108448_=_CCUG_49529_,3499,1211035
Pseudomonas_psychrophila_HA-4_,4548,1211112
Pseudoxanthomonas_sp._GW2_,3055,1211114
Chelatococcus_sp._GW1_,4833,1211115
Pseudomonas_putida_NBRC_14164_,5449,1211579
Rhizobium_mesoamericanum_STM3625_,6356,1211777
Candidatus_Alistipes_marseilloanorexicus_AP11_,2001,1211813
Bacillus_massilioanorexius_AP8_,4423,1211814
Candidatus_Blastococcus_massiliensis_AP3_,3721,1211815
Candidatus_Clostridium_anorexicamassiliense_AP5_,4137,1211817
Holdemania_massiliensis_AP2_,3188,1211819
Candidatus_Stoquefichus_massiliensis_AP9_,3532,1211844
Pseudomonas_stutzeri_NF13_,4321,1212548
Enterobacteriaceae_bacterium_B14_,3422,1214065
Streptomyces_davawensis_JCM_4913_,8616,1214101
Streptococcus_suis_86-5192_,2026,1214166
Streptococcus_suis_22083_,1873,1214184
Streptococcus_suis_YS72_,2209,1214217
Streptomyces_collinus_Tu_365_,7083,1214242
Pseudomonas_alcaligenes_NBRC_14159_,4531,1215092
Pseudomonas_parafulva_NBRC_16636_,4286,1215114
Liberibacter_crescens_BT-1_,1378,1215343
Lactococcus_raffinolactis_4877_,2359,1215915
Pseudoalteromonas_ruthenica_CP76_,3629,1216007
Fusobacterium_hwasookii_ChDC_F128_,2200,1216362
Clostridium_sp._M2/40_,3293,1216932
Edwardsiella_hoshinae_NBRC_105699_=_ATCC_33379_,3159,1216966
Elizabethkingia_meningoseptica_ATCC_13253_=_NBRC_12535_,3370,1216967
Achromobacter_xylosoxidans_NBRC_15126_=_ATCC_27061_,6065,1216976
Acinetobacter_beijerinckii_CIP_110307_,3321,1217648
Acinetobacter_brisouii_ANC_4119_,2927,1217652
Acinetobacter_guillouiae_NIPH_991_,4513,1217656
Acinetobacter_gyllenbergii_NIPH_230_,4385,1217658
Acinetobacter_sp._ANC_4105_,3835,1217703
Acinetobacter_sp._ANC_3862_,3657,1217705
Acinetobacter_sp._NIPH_2100_,3581,1217708
Acinetobacter_sp._NIPH_899_,3731,1217710
Acinetobacter_sp._NIPH_758_,3757,1217712
Acinetobacter_sp._NIPH_809_,3929,1217713
Acinetobacter_sp._ANC_3789_,3038,1217714
Acinetobacter_bohemicus_ANC_3994_,3324,1217715
Cupriavidus_sp._BIS7_,5095,1217718
Roseomonas_sp._B5_,4256,1217720
Burkholderia_acidipaludis_NBRC_101816_,5479,1218074
Burkholderia_bannensis_NBRC_103871_,7173,1218075
Burkholderia_ferrariae_NBRC_106233_,6487,1218076
Burkholderia_terrae_NBRC_100964_,8209,1218084
Citrobacter_sedlakii_NBRC_105722_,4083,1218086
Chryseobacterium_indologenes_NBRC_14944_,4192,1218103
Empedobacter_brevis_NBRC_14943_=_ATCC_43319_,3570,1218108
Bacillus_alcalophilus_ATCC_27647_,3745,1218173
Pseudomonas_stutzeri_KOS6_,4464,1218352
Comamonas_aquatica_NBRC_14918_,3225,1219031
Novosphingobium_tardaugens_NBRC_16725_,4006,1219035
Sphingobium_herbicidovorans_NBRC_16415_,3922,1219045
Sphingomonas_parapaucimobilis_NBRC_15100_,3698,1219049
Vibrio_proteolyticus_NBRC_13287_,4350,1219065
Vibrio_halioticoli_NBRC_102217_,3541,1219072
Vibrio_alginolyticus_NBRC_15630_=_ATCC_17749_,4698,1219076
Vibrio_azureus_NBRC_104587_,4158,1219077
Vibrio_ezurae_NBRC_102218_,3211,1219080
Thermotoga_hypogea_NBRC_106472_,2082,1219084
Xanthomonas_cassavae_CFBP_4642_,4264,1219375
Actinomyces_sp._S4-C9_,1447,1219581
Arcanobacterium_sp._S3PF19_,1003,1219585
Peptostreptococcus_sp._MV1_,1630,1219626
alpha_proteobacterium_IMCC14465_,1890,1220535
Staphylococcus_chromogenes_MU_970_,2237,1220551
Rhizobium_rubi_NBRC_13261_,4948,1220582
Gordonia_aichiensis_NBRC_108223_,4613,1220583
Lysinibacillus_odysseyi_34hs-1_=_NBRC_100172_,4109,1220589
Pseudomonas_fluorescens_NCIMB_11764_,6446,1221522
Lactobacillus_florum_2F_,1190,1221537
Altibacter_lentus_,2875,1223410
Comamonas_granuli_NBRC_101663_,3101,1223521
Streptomyces_mobaraensis_NBRC_13819_=_DSM_40847_,6422,1223523
Gordonia_malaquae_NBRC_108250_,4271,1223542
Gordonia_paraffinivorans_NBRC_108238_,4191,1223543
Gordonia_sihwensis_NBRC_108236_,3904,1223544
Gordonia_soli_NBRC_108243_,4907,1223545
Enterobacteriaceae_bacterium_LSJC7_,3923,1224136
Corynebacterium_maris_DSM_45190_,2584,1224163
Corynebacterium_vitaeruminis_DSM_20294_,2577,1224164
Mangrovibacter_sp._MFB070_,4795,1224318
Gluconobacter_oxydans_H24_,3732,1224746
Pantoea_sp._A4_,4430,1225184
Dickeya_sp._DW_0440_,3611,1225785
Oscillibacter_sp._KLE_1728_,4274,1226322
Clostridium_sp._KLE_1755_,6959,1226325
Pseudomonas_nitroreducens_TX1_,5803,1226994
Actinobaculum_sp._oral_taxon_183_str._F0552_,2320,1227261
Capnocytophaga_sp._oral_taxon_863_str._F0517_,2778,1227266
Leptotrichia_sp._oral_taxon_879_str._F0557_,2482,1227268
Porphyromonas_sp._oral_taxon_278_str._W7784_,1984,1227272
Prevotella_sp._F0091_,2914,1227276
Paenibacillus_sp._FSL_H7-689_,5913,1227349
Paenibacillus_sp._FSL_R7-277_,6429,1227352
Viridibacillus_arenosi_FSL_R5-213_,4297,1227360
Hymenobacter_swuensis_DY53_,4616,1227739
Leptolyngbya_sp._KIOST-1_,5192,1229172
actinobacterium_LLX17_,2913,1229203
alpha_proteobacterium_L41A_,2962,1229204
Burkholderia_phenoliruptrix_BR3459a_,6496,1229205
Sphingobacterium_sp._ACCC_05744_,3969,1229276
gamma_proteobacterium_WG36_,4623,1229485
Flavobacterium_sp._WG21_,4270,1229487
Blattabacterium_sp._,583,1229512
Lactococcus_garvieae_I113_,2151,1229517
Alkalibacterium_sp._AK22_,2182,1229520
Leuconostoc_gelidum_JB7_,1796,1229756
Leuconostoc_carnosum_JB16_,1567,1229758
Candidatus_Microthrix_parvicella_RN1_,4244,1229780
Brevibacterium_casei_S18_,3216,1229781
Staphylococcus_massiliensis_S46_,2323,1229783
Chlamydia_avium_10DC88_,947,1229831
Moraxella_macacae_0408225_,1827,1230338
Salimicrobium_sp._MJ3_,2732,1230341
Clostridium_tetanomorphum_DSM_665_,5262,1230342
Legionella_anisa_str._Linanisette_,3901,1230343
Bradyrhizobium_sp._DFCI-1_,7112,1230476
Paenisporosarcina_sp._TG-14_,3657,1231057
Nitratireductor_aquibiodomus_NL21_=_JCM_21793_,4928,1231185
Nitratireductor_indicus_C115_,4824,1231190
Thermotoga_sp._Mc24_,1804,1231241
Lactobacillus_shenzhenensis_LY-73_,3142,1231336
Lactococcus_garvieae_DCC43_,2230,1231377
Pusillimonas_noertemannii_BS8_,3474,1231391
Oceaniovalibus_guishaninsula_JLT2003_,2840,1231392
Cardinium_endosymbiont_cEper1_of_Encarsia_pergandiella_,839,1231626
Desulfuromonas_sp._TF_,3909,1232410
Corynebacterium_sp._GD7_,2079,1232427
Megasphaera_sp._NP3_,2348,1232428
Nesterenkonia_sp._NP1_,2502,1232429
Nosocomiicoccus_sp._NP2_,1617,1232430
Coriobacteriaceae_bacterium_GD5_,1872,1232436
Desulfobacula_sp._TS_,5515,1232437
Clostridiales_bacterium_VE202-13_,3702,1232443
Clostridiales_bacterium_VE202-18_,3726,1232446
Clostridiales_bacterium_VE202-09_,3441,1232447
Clostridiales_bacterium_VE202-08_,3234,1232449
Clostridiales_bacterium_VE202-14_,2984,1232452
Clostridiales_bacterium_VE202-21_,4937,1232453
Staphylococcus_sciuri_subsp._sciuri_Z8_,2630,1232666
Marinobacterium_sp._AK27_,4143,1232683
Chryseobacterium_sp._JM1_,4368,1233950
Epilithonimonas_sp._FH1_,3367,1233951
Dyella_ginsengisoli_LA-4_,3863,1234364
Catellicoccus_marimammalium_M35/04/3_,1197,1234409
Staphylococcus_sp._E463_,2444,1234593
alpha_proteobacterium_JLT2015_,3058,1234595
Geobacillus_caldoxylosilyticus_CIC9_,3723,1234664
Carnobacterium_maltaromaticum_LMA28_,3581,1234679
Bhargavaea_cecembensis_DSE10_,3169,1235279
Ralstonia_sp._AU12-08_,5784,1235457
Salinicoccus_carnicancri_Crm_,2562,1235755
Bacteroides_massiliensis_dnLKV3_,4574,1235788
Eubacterium_sp._14-2_,3778,1235790
Lachnospiraceae_bacterium_M18-1_,5350,1235792
Lachnospiraceae_bacterium_COE1_,4672,1235793
Enterorhabdus_caecimuris_B7_,2455,1235794
Firmicutes_bacterium_M10-2_,2269,1235796
Oscillibacter_sp._1-3_,4259,1235797
Dorea_sp._5-2_,5892,1235798
Lachnospiraceae_bacterium_3-2_,4216,1235799
Lachnospiraceae_bacterium_10-1_,4321,1235800
Lactobacillus_murinus_ASF361_,2102,1235801
Eubacterium_plexicaudatum_ASF492_,6217,1235802
Parabacteroides_sp._ASF519_,5447,1235803
Prevotella_disiens_JCM_6334_=_ATCC_29426_,2810,1235811
Bacteroides_pyogenes_JCM_10003_,3438,1235813
Prevotella_enoeca_JCM_12259_,2635,1235815
Anaerotruncus_sp._G3,3455,1235835
Halyomorpha_halys_symbiont_,825,1235990
Prevotella_pleuritidis_JCM_14110_,2266,1236494
Prevotella_oulorum_JCM_14966_,2548,1236497
Acetobacter_okinawensis_JCM_25146_,3375,1236501
Prevotella_histicola_JCM_15637_=_DNF00424_,2358,1236504
Prevotella_aurantiaca_JCM_15754_,2761,1236508
Bacteroides_stercorirosoris_JCM_17103_,5898,1236514
Prevotella_fusca_JCM_17724_,2801,1236517
Prevotella_scopos_JCM_17725_,2770,1236518
Shewanella_haliotis_JCM_14758_,5135,1236541
Shewanella_marina_JCM_15074_,4250,1236542
Nocardiopsis_baichengensis_YIM_90130_,5461,1236902
Wolbachia_endosymbiont_of_Drosophila_simulans_wNo_,1040,1236908
Methylobacillus_glycogenes_JCM_2850_,3441,1236959
Bacillus_akibai_JCM_9157_,4711,1236973
Paenibacillus_pini_JCM_16418_,4874,1236976
Fulvivirga_imtechensis_AK7_,5958,1237149
Nocardiopsis_ganjiahuensis_DSM_45031_,6300,1237500
Caenispirillum_salinarum_AK4_,4574,1238182
Oceanobacillus_kimchii_X50_,3789,1238184
Leucobacter_salsicius_M1-8_,2727,1238186
Halomonas_jeotgali_Hwa_,2464,1238190
Chlamydia_psittaci_10_1398_11_,1237,1238237
Vibrio_nigripulchritudo_SOn1_,6269,1238450
Dokdonia_sp._PRO95_,2968,1239415
Mariniradius_saccharolyticus_AK6_,4633,1239962
Rhodococcus_ruber_Chol-4_,4942,1240349
Pseudomonas_putida_MTCC_5279_,4728,1240350
Cystobacter_fuscus_DSM_2262_,10512,1242864
Campylobacter_concisus_ATCC_51562_,1851,1242969
Bacillus_sp._G2,5187,1243664
Campylobacter_showae_CSUNSWCD_,2478,1244083
Campylobacter_fetus_subsp._testudinum_03-427_,1695,1244528
Campylobacter_sp._1485E_,1756,1244531
Magnetospirillum_sp._SO-1_,4635,1244869
Bradyrhizobium_oligotrophicum_S58_,7228,1245469
Pseudomonas_resinovorans_NBRC_106553_,5875,1245471
Nocardiopsis_prasina_DSM_43845_,5302,1245475
Nocardiopsis_kunsanensis_DSM_44524_,4512,1246445
Nocardiopsis_valliformis_DSM_45023_,6108,1246448
Rhizobium_sp._2MFCol3.1_,5704,1246459
Nocardiopsis_xinjiangensis_YIM_90004_,4616,1246474
Halobacillus_sp._BAB-2008_,3935,1246484
Bacillus_lehensis_G1_,4017,1246626
Mycoplasma_cynos_C142_,883,1246955
Actinoplanes_friuliensis_DSM_7358_,8565,1246995
Arsenophonus_endosymbiont_str._Hangzhou_of_Nilaparvata_lugens_,2764,1247024
Bordetella_holmesii_ATCC_51541_,3912,1247649
Advenella_mimigardefordensis_DPN7_,4084,1247726
Parvularcula_oceani_,3059,1247963
Photobacterium_leiognathi_lrivu.4.1_,4222,1248232
Blastomonas_sp._AAP53_,3248,1248760
Sandarakinorhabdus_sp._AAP62_,2870,1248916
Porphyrobacter_sp._AAP82_,2726,1248917
Candidatus_Sulfuricurvum_sp._RIFRC-1_,2359,1249480
Thiorhodococcus_sp._AK35_,4241,1249627
Serratia_marcescens_FGI94_,4361,1249634
Gillisia_sp._Hel_I_29_,3564,1249975
Maribacter_sp._Hel_I_7_,4190,1249997
Polaribacter_sp._Hel1_85_,3411,1250005
Polaribacter_sp._Hel_I_88_,3426,1250006
Muricauda_sp._MAR_2010_75_,3956,1250232
Salegentibacter_sp._Hel_I_6_,3743,1250278
Sorangium_cellulosum_So0157-2_,10400,1254432
Thioalkalivibrio_nitratireducens_DSM_14787_,3778,1255043
Eubacterium_ramulus_ATCC_29099_,3461,1256908
Coprothermobacter_platensis_DSM_11748_,1415,1259795
Spiribacter_salinus_M19-40_,1684,1260251
Enterococcus_faecalis_13-SD-W-01_,3105,1260356
Candidatus_Liberibacter_americanus_str._Sao_Paulo_,983,1261131
Clostridium_pasteurianum_DSM_525_=_ATCC_6013_,4047,1262449
Phascolarctobacterium_sp._CAG:207_,2229,1262914
Phascolarctobacterium_sp._CAG:266_,1778,1262915
Bibersteinia_trehalosi_USDA-ARS-USMARC-189_,2373,1263831
Mycobacterium_asiaticum_DSM_44297_,5603,1265310
Haliea_rubra_DSM_19751_,2860,1265313
Pseudomonas_sp._URMO17WK12:I8_,5038,1265490
Caldimonas_manganoxidans_ATCC_BAA-369_,3350,1265502
Colwellia_piezophila_ATCC_BAA-637_,4502,1265503
Desulfospira_joergensenii_DSM_10085_,4826,1265505
Succinimonas_amylolytica_DSM_2873_,2684,1265507
Candidatus_Pelagibacter_ubique_HTCC9022_,1418,1265756
Listeria_weihenstephanensis_FSL_R9-0317_,3226,1265845
Carnobacterium_sp._WN1359_,2165,1266845
Thioalkalivibrio_sp._ALE6_,2747,1266908
Thioalkalivibrio_sp._ALE19_,2849,1266909
Thioalkalivibrio_sp._AKL19_,2610,1266914
Nitrosospira_briensis_C-128_,2817,1266925
Paracoccus_zeaxanthinifaciens_ATCC_21588_,2859,1266998
Lactobacillus_parabrevis_ATCC_53295_,2304,1267003
Hyphomicrobium_zavarzinii_ATCC_27496_,4093,1267005
Sediminibacterium_sp._C3_,2909,1267211
Acidobacteriaceae_bacterium_KBS_83_,5132,1267533
Acidobacteriaceae_bacterium_KBS_89_,4850,1267534
Acidobacteriaceae_bacterium_KBS_96_,5538,1267535
Anoxybacillus_flavithermus_TNO-09.006_,2595,1267580
Pantoea_sp._IMH_,3494,1267600
Pseudomonas_sp._G5,6767,1268068
Paenibacillus_sabinae_T27_,4788,1268072
Aeromonas_diversa_2478-85_,3709,1268237
Pseudoalteromonas_luteoviolacea_B_=_ATCC_29581_,3681,1268239
Bacteroides_cellulosilyticus_WH2_,5260,1268240
Rhodococcus_sp._AW25M09_,5131,1268303
Acidovorax_sp._MR-S7_,4762,1268622
Legionella_oakridgensis_ATCC_33761_=_DSM_21215_,2932,1268635
Thioalkalivibrio_sp._ALR17-21_,2775,1269813
Flavobacterium_sp._KJJ_,3940,1270193
Pedobacter_sp._R20-19_,4248,1270196
Megasphaera_sp._NM10_,2461,1273103
Rhodococcus_rhodnii_LMG_5362_,4417,1273125
Planomicrobium_glaciei_CHR43_,3880,1273538
Paenibacillus_sp._GD11_,4781,1274374
Candidatus_Hepatobacter_penaei_,1030,1274402
Bacillus_sonorensis_L12_,4659,1274524
Spiroplasma_taiwanense_CT-1_,1007,1276220
Spiroplasma_diminutum_CUAS-1_,858,1276221
Spiroplasma_chrysopicola_DF-1_,1009,1276227
Spiroplasma_syrphidicola_EA-1_,1006,1276229
Spiroplasma_culicicola_AES-1_,1071,1276246
Spiroplasma_sabaudiense_Ar-1343_,924,1276257
Spiroplasma_apis_B31_,997,1276258
Acidovorax_sp._JHL-9_,3676,1276756
Arthrobacter_gangotriensis_Lz1y_,4017,1276920
Myxococcus_stipitatus_DSM_14675_,8043,1278073
Rhodococcus_triatomae_BKS_15-14_,5267,1278078
Acholeplasma_granularum_ATCC_19168_,1344,1278304
Fusobacterium_russii_ATCC_25533_,1774,1278306
Psychromonas_ossibalaenae_ATCC_BAA-1528_,4439,1278307
Zimmermannella_faecalis_ATCC_13722_,2581,1278308
Amphritea_japonica_ATCC_BAA-1530_,3400,1278309
Acholeplasma_axanthum_ATCC_25176_,1680,1278311
Avibacterium_paragallinarum_221_,2834,1278971
Cesiribacter_andamanensis_AMV16_,4227,1279009
Oceanimonas_smirnovii_ATCC_BAA-899_,2976,1279015
Microbulbifer_variabilis_ATCC_700307_,4003,1279017
Thioalkalivibrio_thiocyanoxidans_ARh2_,2555,1279019
Novispirillum_itersonii_subsp._itersonii_ATCC_12639_,3695,1279038
Vibrio_jasicida_MWB_21_,5235,1280001
Synechococcus_sp._KORDI-100_,3061,1280380
Paenibacillaceae_bacterium_G5_,4792,1280390
Butyrivibrio_sp._AE2015_,3171,1280663
Butyrivibrio_sp._VCD2006_,4021,1280664
Butyrivibrio_sp._AE3009_,3479,1280666
Butyrivibrio_sp._XPD2006_,3394,1280668
Butyrivibrio_sp._FC2001_,4004,1280671
Butyrivibrio_sp._AE3006_,3553,1280673
Prevotella_sp._AGR2160_,2258,1280674
Butyrivibrio_sp._WCD3002_,3680,1280676
Butyrivibrio_sp._VCB2006_,3390,1280679
Butyrivibrio_sp._LC3010_,4059,1280680
Butyrivibrio_sp._WCD2001_,3843,1280681
Butyrivibrio_sp._XBB1001_,3309,1280682
Butyrivibrio_sp._NC3005_,3360,1280685
Butyrivibrio_sp._MC2013_,2953,1280686
Pseudobutyrivibrio_ruminis_CF1b_,2906,1280688
Clostridium_paraputrificum_AGR2156_,3501,1280689
Clostridium_cadaveris_AGR2141_,3412,1280692
Pseudobutyrivibrio_ruminis_AD2017_,2576,1280694
Butyrivibrio_fibrisolvens_ND3005_,3707,1280696
Dorea_longicatena_AGR2136_,3408,1280698
Selenomonas_ruminantium_subsp._ruminantium_ATCC_12561_,2966,1280706
Hyphomonas_sp._T16B2_,3301,1280941
Hyphomonas_sp._CY54-11-8_,3831,1280944
Hyphomonas_sp._25B14_1_,3616,1280946
Hyphomonas_sp._BH-BN04-4_,3778,1280947
Hyphomonas_sp._22II1-22F38_,3518,1280948
Hyphomonas_adhaerens_MHS-3_,3479,1280949
Hyphomonas_johnsonii_MHS-2_,3447,1280950
Hyphomonas_jannaschiana_VP2_,3505,1280952
Hyphomonas_oceanitis_SCH89_,4172,1280953
Hyphomonas_polymorpha_PS728_,3851,1280954
Agrobacterium_tumefaciens_str._Cherry_2E-2-2_,5041,1281779
Pseudomonas_poae_RE*1-1-14_,4796,1282356
Asticcacaulis_sp._AC460_,4710,1282360
Asticcacaulis_sp._AC402_,3798,1282361
Asticcacaulis_sp._AC466_,4277,1282362
Streptococcus_tigurinus_AZ_3a_,2114,1282664
Streptococcus_tigurinus_1366_,1823,1282665
alpha_proteobacterium_Mf_1.05b.01_,3656,1282876
Lachnospira_multipara_ATCC_19207_,2535,1282887
Frankia_sp._Iso899_,4866,1283283
Tolumonas_sp._BRL6-1_,3104,1283284
Nocardioides_sp._Iso805N_,4109,1283287
Conexibacter_woesei_Iso977N_,5367,1283299
Methylohalobius_crimeensis_10Ki_,3212,1283300
Paenibacillus_sp._A9_,4595,1284352
Actinomyces_urogenitalis_S6-C4_,1929,1284679
Actinomyces_sp._S6-Spd3_,1763,1284680
Anaerococcus_lactolyticus_S7-1-13_,1717,1284686
Clostridiales_bacterium_S7-1-4_,1482,1284708
Prevotella_sp._S7-1-8_,2240,1284775
Corynebacterium_casei_LMG_S-19264_,2805,1285583
Lysinibacillus_sphaericus_OT4b.31_,4575,1285586
Pandoraea_sp._SD6-2_,5148,1286093
Methylophaga_lonarensis_MPL_,2536,1286106
Raoultella_ornithinolytica_B6_,4909,1286170
Eubacterium_acidaminophilum_DSM_3953_,2910,1286171
Sphaerotilus_natans_subsp._natans_DSM_6575_,4178,1286631
Zhouia_amylolytica_AD3_,3369,1286632
Mesorhizobium_sp._L2C084A000_,6399,1287116
Mesorhizobium_sp._LNJC398B00_,5690,1287276
Corynebacterium_freneyi_DNF00450_,2007,1287475
Prevotella_bivia_DNF00188_,2063,1287476
Prevotella_sp._S7_MS_2_,2144,1287488
Streptomyces_sp._CNT318_,6118,1288079
Streptomyces_sp._TAA040_,4656,1288083
Roseovarius_mucosus_DSM_17069_,4188,1288298
Deinococcus_wulumuqiensis_R12_,3040,1288484
Nitrosospira_sp._APG3_,3125,1288494
Marinobacter_santoriniensis_NKSG1_,3692,1288826
Cyclobacteriaceae_bacterium_AK24_,4826,1288963
Brachyspira_hampsonii_30446_,2572,1289135
Streptomyces_sp._TAA204_,5409,1289387
[Clostridium]_josui_JCM_17888_,3979,1291050
Lactobacillus_oryzae_JCM_18671_,1891,1291743
Dietzia_sp._UCD-THP_,3489,1292020
Mycoplasma_putrefaciens_Mput9231_,667,1292033
Caulobacter_crescentus_OR37_,4074,1292034
[Clostridium]_sordellii_VPI_9048_,3586,1292035
Propionibacterium_granulosum_TM11_,1803,1292373
Halanaerobium_saccharolyticum_subsp._saccharolyticum_DSM_6643_,2664,1293054
Lactobacillus_equicursoris_DSM_19284_=_JCM_14600_=_CIP_110162_,1935,1293597
Clostridium_intestinale_URNW_,4367,1294142
Pseudomonas_denitrificans_ATCC_13867_,5056,1294143
Bacillus_boroniphilus_JCM_21738_,5100,1294265
Roseibacterium_elongatum_DSM_19469_,3448,1294273
Geobacillus_stearothermophilus_NUB3621_,3647,1295642
Aquimarina_sp._SW150_,4333,1296415
Aquimarina_megaterium_XH134_,5450,1296416
Komagataeibacter_xylinus_E25_,3644,1296990
Streptococcus_dentisani_7746_,1846,1297534
Mesorhizobium_metallidurans_STM_2683_,6694,1297569
Mesorhizobium_sp._STM_4661_,6907,1297570
Anoxybacillus_flavithermus_AK1_,2724,1297581
Intestinimonas_butyriciproducens_,3218,1297617
Myxococcus_sp._,7666,1297742
Streptococcus_dentisani_7747_,1737,1297857
Afipia_sp._OHSU_I-C4_,4622,1297863
Bradyrhizobium_sp._OHSU_III_,7060,1297865
Thalassolituus_oleivorans_MIL-1_,3662,1298593
Gracilibacillus_boraciitolerans_JCM_21714_,4450,1298598
Psychrobacter_sp._JCM_18900_,2893,1298608
Mesorhizobium_sp._URHA0056_,5847,1298858
Microbacterium_sp._URHA0036_,3771,1298860
Marmoricola_sp._URHB0036_,4549,1298863
Mycobacterium_sp._URHD0025_,6258,1298864
Alteromonas_sp._ALT199_,3889,1298865
Bradyrhizobium_sp._URHA0002_,6060,1298867
Streptomyces_sp._TAA486_,6043,1298880
[Desulfotomaculum]_guttoideum_DSM_4024_,5550,1298920
Mycobacterium_kansasii_732_,7295,1299327
Chryseobacterium_oranimense_G311_,4346,1300143
Enterococcus_mundtii_QU_25_,2936,1300150
Lysobacter_dokdonensis_DS-58_,3155,1300345
Sulfitobacter_donghicola_DSW-25_=_KCTC_12864_=_JCM_14565_,3417,1300350
Pseudomonas_knackmussii_B13_,5750,1301098
Clostridium_sp._01_,3881,1301100
Lactobacillus_namurensis_str._Chizuka_01_,2232,1302286
Borrelia_miyamotoi_LB-2001_,808,1302858
Streptococcus_oligofermentans_AS_1.3089_,2069,1302863
Chthonomonas_calidirosea_T49_,2828,1303518
Streptomyces_fulvissimus_DSM_40593_,6925,1303692
Salinisphaera_hydrothermalis_C41B8_,3806,1304275
Clostridiaceae_bacterium_L21-TH-D2_,2681,1304284
Cellulomonas_sp._KRMCY2_,4024,1304865
Clostridium_sp._ASBs410_,5213,1304866
Desulfovibrio_cf._magneticus_IFRC170_,3980,1304872
Aminiphilus_circumscriptus_DSM_16581_,2653,1304874
Aminobacterium_mobile_DSM_12262_,1983,1304875
Arthrobacter_nicotinovorans_231Sha2.1M6_,4297,1304876
Bradyrhizobium_japonicum_22_,6398,1304877
Bradyrhizobium_japonicum_in8p8_,6850,1304878
Caldicoprobacter_oshimai_DSM_21659_,2468,1304880
Dechloromonas_agitata_is5_,3260,1304883
Desulforegula_conservatrix_Mb1Pa_,3769,1304885
Geovibrio_sp._L21-Ace-BES_,2627,1304888
Microbacterium_sp._KROCY2_,2368,1305732
Oceanicola_sp._HL-35_,3983,1305735
Algoriphagus_marincola_HL-49_,3695,1305737
Sporosarcina_sp._EUR3_2.2.2_,3389,1305836
Kineosporia_aurantiaca_JCM_3230_,7860,1306174
Streptomyces_thermolilacinus_SPC6_,5525,1306406
candidate_division_TM6_bacterium_JCVI_TM6SC1_,1025,1306947
Streptomyces_sp._R1-NS-10_,10600,1306990
Bacillus_firmus_DS1_,4922,1307436
Pseudoalteromonas_agarivorans_S816_,3983,1307437
Desulfovibrio_sp._L21-Syr-AB_,3144,1307759
Spirochaeta_sp._L21-RPul-D2_,3397,1307761
Gluconobacter_frateurii_NBRC_103465_,3094,1307834
Gracilibacillus_halophilus_YIM-C55.5_,2968,1308866
Arthrobacter_sp._Br18_,2969,1312954
Arthrobacter_sp._H14_,3962,1312959
Ilumatobacter_coccineus_YM16-304_,4291,1313172
Thermocrinis_sp._GBS_,1423,1313265
Borrelia_coriaceae_Co53_,919,1313292
Borrelia_anserina_BA2_,857,1313293
Borrelia_parkeri_SLO_,876,1313294
Thermonema_rossianum_DSM_10300_,2508,1313301
Chitinivibrio_alkaliphilus_ACht1_,2304,1313304
Aureispira_sp._CCB-QB1_,5802,1313421
Streptococcus_sp._HSISM1_,2226,1316408
Blattabacterium_sp._,586,1316444
Pseudomonas_corrugata_CFBP_5454_,5219,1316927
Mannheimia_haemolytica_M42548_,2803,1316932
Phaeospirillum_fulvum_MGU-K5_,3461,1316936
Roseivivax_sp._22II-s10s_,4266,1317118
Aquimarina_sp._22II-S11-z7_,4786,1317122
Thioclava_sp._13D2W-2_,3770,1317124
Candidatus_Mycoplasma_girerdii_,572,1318617
Marinobacter_lipolyticus_SM19_,3627,1318628
Cetobacterium_somerae_ATCC_BAA-474_,2975,1319815
Mesorhizobium_sp._NBIMC_P2-C3_,5075,1320556
Streptococcus_suis_EA1832.92_,1843,1321372
Atopobium_sp._oral_taxon_810_str._F0209_,1914,1321773
Leptotrichia_sp._oral_taxon_225_str._F0581_,2373,1321774
Actinomyces_sp._oral_taxon_172_str._F0311_,2417,1321775
Clostridiales_bacterium_oral_taxon_876_str._F0540_,4703,1321778
Leptotrichia_sp._oral_taxon_215_str._W9775_,2261,1321779
Mitsuokella_sp._oral_taxon_131_str._W9106_,2309,1321781
Oribacterium_sp._oral_taxon_078_str._F0263_,2835,1321782
Peptostreptococcaceae_bacterium_oral_taxon_113_str._W5053_,2325,1321784
Selenomonas_sp._oral_taxon_892_str._F0426_,2303,1321786
Eubacterium_brachy_ATCC_33089_,1479,1321814
Treponema_lecithinolyticum_ATCC_700332_,2175,1321815
Gemella_bergeriae_ATCC_700627_,1541,1321820
Desulfovibrio_piezophilus_C1TLV30_,3354,1322246
Rhodococcus_defluvii_,4783,1323361
Pseudomonas_pelagia_CL-AP6_,4062,1323663
Helicobacter_fennelliae_MRY12-0050_,2467,1325130
Catenovulum_agarivorans_DS-2_,3835,1328313
Weissella_oryzae_SG25_,2228,1329250
Thermoactinomyces_daqus_,3390,1329516
Thermus_caliditerrae_,2250,1330700
Sphingobium_lactosutens_DS20_,5288,1331060
Acinetobacter_haemolyticus_MTCC_9819_,3122,1331660
Serratia_fonticola_AU-AP2C_,4465,1332071
Pseudoalteromonas_haloplanktis_TB64_,4619,1333507
Pseudomonas_stutzeri_MF28_,4540,1333856
alpha_proteobacterium_MA2_,3401,1333998
Kurthia_huakuii_LAM0618_,3474,1334046
